id,area,floor,max_floor,type,wall_type,rooms,region,year,price
1393,82.3,1,5,Вторичка,кирпичный,3,Кировский,,5800000
1394,65.0,6,9,Вторичка,кирпичный,3,Фрунзенский,1985,3150000
1395,70.0,5,6,Новостройки,кирпичный,2,Фрунзенский,,3500000
1396,41.6,2,5,Новостройки,кирпичный,1,Фрунзенский,,2288000
1397,67.0,8,8,Новостройки,кирпичный,2,Красноперекопский,,4154000
1398,82.1,8,16,Новостройки,монолитный,3,Дзержинский,2018,3568300
1399,67.0,3,12,Вторичка,кирпичный,2,Ленинский,2013,3720000
1400,36.5,3,3,Новостройки,кирпичный,1,Заволжский,,1720000
1401,,16,16,Новостройки,монолитный,студии,Дзержинский,2018,1420300
1402,60.5,2,4,Вторичка,кирпичный,3,Кировский,1929,3300000
1403,34.7,2,5,Вторичка,кирпичный,1,Фрунзенский,,1750000
1404,76.0,7,11,Вторичка,кирпичный,3,Фрунзенский,,4500000
1405,45.0,3,6,Новостройки,кирпичный,1,Фрунзенский,,2400000
1406,57.0,5,5,Вторичка,панельный,3,Дзержинский,,2199000
1407,49.0,2,3,Новостройки,кирпичный,1,Заволжский,,2283615
1408,40.1,3,9,Вторичка,кирпичный,2,Фрунзенский,1974,2560000
1409,31.0,4,5,Вторичка,панельный,1,Дзержинский,1966,1280000
1410,36.2,2,10,Новостройки,кирпичный,1,Фрунзенский,,1699990
1411,43.4,1,9,Вторичка,кирпичный,2,Дзержинский,,1800000
1412,79.6,2,14,Вторичка,панельный,3,Фрунзенский,2018,2850000
1413,30.0,3,6,Новостройки,кирпичный,студии,Красноперекопский,,1371600
1414,35.5,7,10,Новостройки,кирпичный,1,Фрунзенский,,1669910
1415,61.0,3,10,Вторичка,кирпичный,3,Красноперекопский,1993,3700000
1416,60.4,9,9,Вторичка,кирпичный,3,Заволжский,,2750000
1417,69.3,2,8,Новостройки,кирпичный,2,Заволжский,,2780000
1418,95.0,3,4,Вторичка,кирпичный,4,Красноперекопский,,3550900
1419,77.0,1,5,Вторичка,панельный,4,Дзержинский,,2740000
1420,44.5,2,5,Вторичка,панельный,2,Дзержинский,1968,1990000
1421,77.0,1,5,Вторичка,кирпичный,3,Красноперекопский,,2200000
1422,32.0,2,2,Вторичка,кирпичный,1,Фрунзенский,,1250000
1423,68.7,8,16,Вторичка,кирпичный,2,Фрунзенский,,4490000
1424,46.0,2,14,Новостройки,панельный,1,Фрунзенский,2018,1700000
1425,36.0,8,9,Вторичка,монолитный,1,Заволжский,2014,1500000
1426,46.0,2,5,Вторичка,панельный,2,Дзержинский,1975,1999000
1427,70.0,4,5,Вторичка,панельный,3,Дзержинский,,2840000
1428,28.0,2,3,Новостройки,кирпичный,1,Красноперекопский,,1230000
1429,58.0,2,5,Вторичка,кирпичный,3,Дзержинский,1968,2630000
1430,81.0,11,17,Новостройки,панельный,3,Кировский,,2850000
1431,46.0,5,5,Вторичка,кирпичный,2,Красноперекопский,1971,2000000
1432,67.0,7,10,Вторичка,монолитный,2,Красноперекопский,,4100000
1433,41.0,7,14,Новостройки,панельный,1,Фрунзенский,2018,1620000
1434,85.3,1,10,Вторичка,панельный,4,Дзержинский,,4300000
1435,36.5,3,3,Вторичка,кирпичный,1,Заволжский,,2150000
1436,31.0,1,5,Вторичка,кирпичный,1,Кировский,,2600000
1437,74.9,4,9,Новостройки,кирпичный,3,Заволжский,,3595000
1438,67.0,5,9,Вторичка,панельный,3,Дзержинский,,2799999
1439,36.4,3,9,Вторичка,кирпичный,1,Фрунзенский,1986,1680000
1440,70.0,3,3,Вторичка,кирпичный,2,Заволжский,2010,2070000
1441,33.0,2,5,Вторичка,кирпичный,1,Дзержинский,1979,1499999
1442,,4,9,Вторичка,панельный,1,Заволжский,1984,1390000
1443,62.0,5,9,Вторичка,кирпичный,3,Дзержинский,1985,2880000
1444,62.0,5,9,Вторичка,кирпичный,3,Дзержинский,1985,2880000
1445,22.0,6,9,Вторичка,панельный,1,Заволжский,1984,1270000
1446,40.0,9,9,Вторичка,кирпичный,1,Фрунзенский,,2600000
1447,35.0,6,10,Вторичка,кирпичный,1,Дзержинский,,2100000
1448,34.0,2,10,Вторичка,панельный,1,Фрунзенский,,1485000
1449,79.6,7,14,Новостройки,панельный,3,Фрунзенский,2016,3200000
1450,40.9,2,4,Новостройки,кирпичный,1,Фрунзенский,,2043000
1451,36.9,6,14,Новостройки,панельный,1,Фрунзенский,2016,1800000
1452,69.0,1,9,Новостройки,монолитный,2,Фрунзенский,2016,3300000
1453,61.0,7,10,Вторичка,кирпичный,3,Красноперекопский,1992,4100000
1454,36.1,3,10,Новостройки,кирпичный,1,Фрунзенский,,1698110
1455,39.0,1,5,Вторичка,кирпичный,1,Фрунзенский,,2500000
1456,38.9,8,10,Вторичка,панельный,1,Фрунзенский,2010,2050000
1457,36.0,10,10,Вторичка,панельный,1,Заволжский,1990,1770000
1458,43.0,2,4,Вторичка,кирпичный,1,Кировский,1957,2690000
1459,42.0,5,5,Вторичка,кирпичный,2,Фрунзенский,1973,1880000
1460,38.2,3,3,Новостройки,кирпичный,1,Красноперекопский,,1451600
1461,56.5,2,5,Вторичка,панельный,3,Дзержинский,,1850000
1462,41.0,3,4,Новостройки,кирпичный,1,Фрунзенский,,2043000
1463,66.0,3,5,Вторичка,кирпичный,3,Заволжский,1969,2990000
1464,35.2,8,9,Вторичка,кирпичный,1,Заволжский,,1750000
1465,79.6,12,14,Вторичка,панельный,3,Фрунзенский,2016,3000000
1466,60.3,17,17,Новостройки,монолитный,2,Фрунзенский,,2781240
1467,45.0,5,5,Вторичка,кирпичный,2,Ленинский,1968,1990000
1468,68.7,4,9,Вторичка,панельный,3,Дзержинский,,3400000
1469,46.0,4,5,Вторичка,панельный,2,Дзержинский,,1800000
1470,55.8,17,17,Новостройки,монолитный,2,Фрунзенский,,2817900
1471,40.2,3,17,Новостройки,монолитный,1,Фрунзенский,,2488000
1472,42.4,4,10,Новостройки,кирпичный,1,Заволжский,,2000035
1473,81.1,4,10,Вторичка,кирпичный,3,Фрунзенский,,5800000
1474,44.0,4,5,Вторичка,кирпичный,2,Дзержинский,1972,1600000
1475,43.0,1,4,Вторичка,кирпичный,1,Красноперекопский,1894,1480000
1476,45.0,1,5,Вторичка,кирпичный,2,Фрунзенский,,1850000
1477,50.4,6,7,Новостройки,кирпичный,1,Красноперекопский,,2118000
1478,60.0,8,11,Вторичка,панельный,2,Фрунзенский,,2900000
1479,55.0,3,10,Вторичка,кирпичный,2,Кировский,,5300000
1480,59.1,2,3,Вторичка,панельный,3,Фрунзенский,,2350000
1481,45.0,9,10,Вторичка,панельный,1,Фрунзенский,2015,2290000
1482,57.8,4,9,Вторичка,кирпичный,2,Фрунзенский,,3650000
1483,45.3,7,9,Вторичка,кирпичный,2,Дзержинский,,1990000
1484,35.0,9,10,Вторичка,кирпичный,1,Красноперекопский,2015,1990000
1485,41.0,1,4,Новостройки,кирпичный,1,Фрунзенский,,2043000
1486,39.0,9,9,Новостройки,кирпичный,1,Фрунзенский,2018,2027000
1487,71.0,8,9,Новостройки,кирпичный,2,Фрунзенский,,2967000
1488,68.3,1,3,Вторичка,кирпичный,3,,,3175000
1489,56.3,2,4,Вторичка,кирпичный,2,Фрунзенский,,2758700
1490,56.3,4,4,Вторичка,кирпичный,2,Фрунзенский,,2758700
1491,35.0,3,3,Вторичка,кирпичный,1,Заволжский,,1650000
1492,71.0,8,9,Вторичка,кирпичный,3,Фрунзенский,1985,3500000
1493,39.8,14,17,Вторичка,монолитный,1,Фрунзенский,,2600000
1494,71.0,8,9,Вторичка,кирпичный,3,Фрунзенский,1985,3500000
1495,39.8,14,17,Вторичка,монолитный,1,Фрунзенский,,2600000
1496,30.0,7,9,Вторичка,кирпичный,1,Фрунзенский,,1660000
1497,80.5,5,12,Вторичка,кирпичный,3,Дзержинский,,3471000
1498,41.8,1,5,Вторичка,кирпичный,2,Кировский,,2900000
1499,30.0,2,5,Вторичка,кирпичный,1,Дзержинский,1969,1200000
1500,41.5,6,10,Вторичка,кирпичный,1,Дзержинский,,2500000
1501,110.0,2,2,Вторичка,кирпичный,5,Заволжский,,2490000
1502,56.4,1,5,Вторичка,панельный,3,Дзержинский,1966,1850000
1503,39.5,8,12,Вторичка,кирпичный,1,Дзержинский,,1846000
1504,53.0,8,9,Вторичка,панельный,2,Заволжский,1986,2550000
1505,43.0,5,5,Вторичка,кирпичный,2,Ленинский,1972,1850000
1506,,2,2,Вторичка,кирпичный,1,Ленинский,1960,1480000
1507,66.0,1,5,Вторичка,панельный,3,Кировский,,1950000
1508,49.2,10,10,Вторичка,кирпичный,2,Красноперекопский,,2750000
1509,33.0,4,5,Вторичка,кирпичный,1,Дзержинский,1979,1750000
1510,64.0,4,5,Вторичка,панельный,3,Дзержинский,,2100000
1511,32.0,4,5,Вторичка,блочный,1,Дзержинский,,1520000
1512,30.0,1,9,Вторичка,панельный,1,Фрунзенский,,1550000
1513,62.8,4,5,Вторичка,панельный,3,Заволжский,,2350000
1514,42.0,2,5,Вторичка,кирпичный,2,Кировский,,3000000
1515,64.0,5,6,Вторичка,кирпичный,2,Заволжский,,2800000
1516,80.5,10,10,Новостройки,кирпичный,3,Дзержинский,,3472000
1517,49.0,3,5,Вторичка,кирпичный,2,Дзержинский,,2600000
1518,52.0,2,3,Вторичка,кирпичный,2,Фрунзенский,2014,3300000
1519,38.5,1,5,Вторичка,кирпичный,1,Фрунзенский,,2000000
1520,56.0,1,4,Вторичка,кирпичный,3,Ленинский,1961,2500000
1521,32.0,1,2,Вторичка,кирпичный,1,Заволжский,,1300000
